report_date,release_date,release_time,release_timezone,availability_kind,availability_basis,reason,source_url
2009-12-29,2010-01-04,15:30,America/New_York,verified_release,cftc_official_historical_release_verified,original holiday-delayed release date preserved by official special announcement because weekly page footer reflects an unrelated later correction,https://www.cftc.gov/MarketReports/CommitmentsofTraders/HistoricalSpecialAnnouncements/index.htm
2017-03-28,2017-04-04,23:59:59,America/New_York,current_snapshot_correction,cftc_current_snapshot_correction_conservative_eod,current official Sugar No. 11 snapshot reflects corrected positions announced April 4; exact publication time unstated,https://www.cftc.gov/MarketReports/CommitmentsofTraders/HistoricalSpecialAnnouncements/index.htm
