"WasdeNumber","ReportDate","ReportTitle","Attribute","ReliabilityProjection","Commodity","Region","MarketYear","ProjEstFlag","AnnualQuarterFlag","Value","Unit","ReleaseDate","ReleaseTime","ForecastYear","ForecastMonth"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2024/25","Est.","Annual","1418.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2024/25","Est.","Annual","4210.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2024/25","Est.","Annual","1123.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2024/25","Est.","Annual","1023.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2024/25","Est.","Annual","167.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2024/25","Est.","Annual","4771.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2025/26","Proj.","Annual","1123.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2025/26","Proj.","Annual","4320.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2025/26","Proj.","Annual","1122.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2025/26","Proj.","Annual","803.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2025/26","Proj.","Annual","75.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2025/26","Proj.","Annual","5047.00","1000 Metric Tons, Actual Weight","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Beet Sugar","","Sugar","United States","2023/24","","Annual","5172.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Beginning Stocks","","Sugar","United States","2023/24","","Annual","1843.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Cane Sugar","","Sugar","United States","2023/24","","Annual","4141.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Deliveries","","Sugar","United States","2023/24","","Annual","12443.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Ending Stocks","","Sugar","United States","2023/24","","Annual","2220.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Exports","","Sugar","United States","2023/24","","Annual","249.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Exports - Other","","Sugar","United States","2023/24","","Annual","106.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Florida","","Sugar","United States","2023/24","","Annual","2079.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Food","","Sugar","United States","2023/24","","Annual","12336.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","High-tier tariff/other","","Sugar","United States","2023/24","","Annual","1231.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Imports","","Sugar","United States","2023/24","","Annual","3840.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Louisiana","","Sugar","United States","2023/24","","Annual","2022.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Mexico","","Sugar","United States","2023/24","","Annual","521.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Miscellaneous","","Sugar","United States","2023/24","","Annual","83.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Non-program","","Sugar","United States","2023/24","","Annual","1752.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
"667","January 2026","U.S. Sugar Supply and Use","Other Program","","Sugar","United States","2023/24","","Annual","300.00","1000 Short Tons, Raw Value","2026-01-12","12:00:00.0000000","2026","1"
