vintage_id,wasde_number,report_date,report_label,effective_at_utc,available_at_utc,available_at_basis,retrieved_at_utc,source_version,is_corrected_repost,source_id,source_url,source_sha256,report_title,commodity,region,market_year,projection_status,attribute,raw_value,value,raw_unit,normalized_unit,unit_warning
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2024/25,Est.,Beginning Stocks,1418.00,1418,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2024/25,Est.,Domestic,4614.00,4614,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2024/25,Est.,Ending Stocks,1081.00,1081,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2024/25,Est.,Exports,723.00,723,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2024/25,Est.,Imports,189.00,189,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2024/25,Est.,Production,4811.00,4811,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2025/26,Proj.,Beginning Stocks,1081.00,1081,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2025/26,Proj.,Domestic,4569.00,4569,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2025/26,Proj.,Ending Stocks,1081.00,1081,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2025/26,Proj.,Exports,667.00,667,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2025/26,Proj.,Imports,142.00,142,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption,Sugar,Mexico,2025/26,Proj.,Production,5094.00,5094,"1000 Metric Tons, Actual Weight","1000 Metric Tons, Actual Weight",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Beet Sugar,5172.00,5172,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Beginning Stocks,1843.00,1843,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Cane Sugar,4141.00,4141,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Deliveries,12534.00,12534,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Ending Stocks,2131.00,2131,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Exports,249.00,249,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Exports - Other,106.00,106,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Florida,2079.00,2079,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Food,12428.00,12428,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,High-tier tariff/other,1231.00,1231,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Imports,3840.00,3840,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Louisiana,2022.00,2022,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Mexico,521.00,521,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Miscellaneous,81.00,81,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Non-program,1752.00,1752,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Other Program,300.00,300,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Production,9313.00,9313,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Stocks to Use Ratio,16.60,16.6,"1000 Short Tons, Raw Value",Percent,USDA historical CSV labels Stocks to Use Ratio with the table's tonnage unit; value is normalized as percent while the raw unit is retained.
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,TRQ,1788.00,1788,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Texas,40.00,40,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Total Supply,14995.00,14995,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2023/24,,Total Use,12864.00,12864,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,Beet Sugar,5334.00,5334,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,Beginning Stocks,2131.00,2131,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,Cane Sugar,3977.00,3977,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,Deliveries,12255.00,12255,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,Ending Stocks,2032.00,2032,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,Exports,100.00,100,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,Exports - Other,105.00,105,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,Florida,1929.00,1929,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,Food,12150.00,12150,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,High-tier tariff/other,715.00,715,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
WASDE-660-V1:3a6282552187,660,2025-05-12,May 2025,2025-05-12T16:00:00Z,2025-05-14T03:59:59Z,conservative end of next calendar day in America/New_York; USDA says consolidated CSV updates the day after WASDE,2026-08-20T15:50:03Z,WASDE-660-V1,false,usda_wasde_660_v1_3a6282552187,https://www.usda.gov/sites/default/files/documents/oce-wasde-report-data-2025-05.csv,3a6282552187f6e7feadf0f921d199231a8570be519e38220c405848be29619e,U.S. Sugar Supply and Use,Sugar,United States,2024/25,Est.,Imports,2944.00,2944,"1000 Short Tons, Raw Value","1000 Short Tons, Raw Value",
