vintage_id,prior_vintage_id,wasde_number,report_date,report_label,effective_at_utc,available_at_utc,region,market_year,attribute,normalized_unit,value,prior_value,revision,source_version,is_corrected_repost
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2024/25,Beginning Stocks,"1000 Metric Tons, Actual Weight",1418,1418,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2024/25,Domestic,"1000 Metric Tons, Actual Weight",4553,4614,-61,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2024/25,Ending Stocks,"1000 Metric Tons, Actual Weight",1071,1081,-10,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2024/25,Exports,"1000 Metric Tons, Actual Weight",743,723,20,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2024/25,Imports,"1000 Metric Tons, Actual Weight",175,189,-14,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2024/25,Production,"1000 Metric Tons, Actual Weight",4774,4811,-37,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2025/26,Beginning Stocks,"1000 Metric Tons, Actual Weight",1071,1081,-10,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2025/26,Domestic,"1000 Metric Tons, Actual Weight",4569,4569,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2025/26,Ending Stocks,"1000 Metric Tons, Actual Weight",1081,1081,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2025/26,Exports,"1000 Metric Tons, Actual Weight",657,667,-10,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2025/26,Imports,"1000 Metric Tons, Actual Weight",142,142,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,Mexico,2025/26,Production,"1000 Metric Tons, Actual Weight",5094,5094,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Beet Sugar,"1000 Short Tons, Raw Value",5172,5172,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Beginning Stocks,"1000 Short Tons, Raw Value",1843,1843,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Cane Sugar,"1000 Short Tons, Raw Value",4141,4141,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Deliveries,"1000 Short Tons, Raw Value",12534,12534,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Ending Stocks,"1000 Short Tons, Raw Value",2131,2131,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Exports,"1000 Short Tons, Raw Value",249,249,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Exports - Other,"1000 Short Tons, Raw Value",106,106,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Florida,"1000 Short Tons, Raw Value",2079,2079,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Food,"1000 Short Tons, Raw Value",12428,12428,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,High-tier tariff/other,"1000 Short Tons, Raw Value",1231,1231,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Imports,"1000 Short Tons, Raw Value",3840,3840,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Louisiana,"1000 Short Tons, Raw Value",2022,2022,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Mexico,"1000 Short Tons, Raw Value",521,521,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Miscellaneous,"1000 Short Tons, Raw Value",81,81,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Non-program,"1000 Short Tons, Raw Value",1752,1752,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Other Program,"1000 Short Tons, Raw Value",300,300,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Production,"1000 Short Tons, Raw Value",9313,9313,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Stocks to Use Ratio,Percent,16.6,16.6,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,TRQ,"1000 Short Tons, Raw Value",1788,1788,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Texas,"1000 Short Tons, Raw Value",40,40,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Total Supply,"1000 Short Tons, Raw Value",14995,14995,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2023/24,Total Use,"1000 Short Tons, Raw Value",12864,12864,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Beet Sugar,"1000 Short Tons, Raw Value",5318,5334,-16,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Beginning Stocks,"1000 Short Tons, Raw Value",2131,2131,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Cane Sugar,"1000 Short Tons, Raw Value",3973,3977,-4,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Deliveries,"1000 Short Tons, Raw Value",12230,12255,-25,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Ending Stocks,"1000 Short Tons, Raw Value",2045,2032,13,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Exports,"1000 Short Tons, Raw Value",100,100,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Exports - Other,"1000 Short Tons, Raw Value",105,105,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Florida,"1000 Short Tons, Raw Value",1929,1929,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Food,"1000 Short Tons, Raw Value",12125,12150,-25,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,High-tier tariff/other,"1000 Short Tons, Raw Value",724,715,9,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Imports,"1000 Short Tons, Raw Value",2953,2944,9,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Louisiana,"1000 Short Tons, Raw Value",2045,2049,-4,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Mexico,"1000 Short Tons, Raw Value",497,497,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Miscellaneous,"1000 Short Tons, Raw Value",0,0,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Non-program,"1000 Short Tons, Raw Value",1220,1212,8,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Other Program,"1000 Short Tons, Raw Value",200,200,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Production,"1000 Short Tons, Raw Value",9291,9311,-20,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Stocks to Use Ratio,Percent,16.6,16.4,0.2,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,TRQ,"1000 Short Tons, Raw Value",1533,1533,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Texas,"1000 Short Tons, Raw Value",0,0,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Total Supply,"1000 Short Tons, Raw Value",14375,14387,-12,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2024/25,Total Use,"1000 Short Tons, Raw Value",12330,12355,-25,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Beet Sugar,"1000 Short Tons, Raw Value",5150,5180,-30,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Beginning Stocks,"1000 Short Tons, Raw Value",2045,2032,13,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Cane Sugar,"1000 Short Tons, Raw Value",4104,4105,-1,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Deliveries,"1000 Short Tons, Raw Value",12230,12255,-25,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Ending Stocks,"1000 Short Tons, Raw Value",1443,1436,7,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Exports,"1000 Short Tons, Raw Value",100,100,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Exports - Other,"1000 Short Tons, Raw Value",105,105,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Florida,"1000 Short Tons, Raw Value",2016,2017,-1,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Food,"1000 Short Tons, Raw Value",12125,12150,-25,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,High-tier tariff/other,"1000 Short Tons, Raw Value",186,186,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Imports,"1000 Short Tons, Raw Value",2474,2475,-1,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Louisiana,"1000 Short Tons, Raw Value",2088,2088,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Mexico,"1000 Short Tons, Raw Value",669,669,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Miscellaneous,"1000 Short Tons, Raw Value",0,0,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Non-program,"1000 Short Tons, Raw Value",855,855,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Other Program,"1000 Short Tons, Raw Value",200,200,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Production,"1000 Short Tons, Raw Value",9254,9285,-31,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Stocks to Use Ratio,Percent,11.7,11.6,0.1,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,TRQ,"1000 Short Tons, Raw Value",1419,1419,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Texas,"1000 Short Tons, Raw Value",0,0,0,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Total Supply,"1000 Short Tons, Raw Value",13773,13791,-18,WASDE-661-V1,false
WASDE-661-V1:141438d7c714,WASDE-660-V1:3a6282552187,661,2025-06-12,June 2025,2025-06-12T16:00:00Z,2025-06-14T03:59:59Z,United States,2025/26,Total Use,"1000 Short Tons, Raw Value",12330,12355,-25,WASDE-661-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2024/25,Beginning Stocks,"1000 Metric Tons, Actual Weight",1418,1418,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2024/25,Domestic,"1000 Metric Tons, Actual Weight",4459,4553,-94,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2024/25,Ending Stocks,"1000 Metric Tons, Actual Weight",1098,1071,27,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2024/25,Exports,"1000 Metric Tons, Actual Weight",806,743,63,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2024/25,Imports,"1000 Metric Tons, Actual Weight",175,175,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2024/25,Production,"1000 Metric Tons, Actual Weight",4770,4774,-4,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2025/26,Beginning Stocks,"1000 Metric Tons, Actual Weight",1098,1071,27,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2025/26,Domestic,"1000 Metric Tons, Actual Weight",4569,4569,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2025/26,Ending Stocks,"1000 Metric Tons, Actual Weight",1081,1081,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2025/26,Exports,"1000 Metric Tons, Actual Weight",684,657,27,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2025/26,Imports,"1000 Metric Tons, Actual Weight",142,142,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,Mexico,2025/26,Production,"1000 Metric Tons, Actual Weight",5094,5094,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Beet Sugar,"1000 Short Tons, Raw Value",5172,5172,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Beginning Stocks,"1000 Short Tons, Raw Value",1843,1843,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Cane Sugar,"1000 Short Tons, Raw Value",4141,4141,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Deliveries,"1000 Short Tons, Raw Value",12534,12534,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Ending Stocks,"1000 Short Tons, Raw Value",2131,2131,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Exports,"1000 Short Tons, Raw Value",249,249,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Exports - Other,"1000 Short Tons, Raw Value",106,106,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Florida,"1000 Short Tons, Raw Value",2079,2079,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Food,"1000 Short Tons, Raw Value",12428,12428,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,High-tier tariff/other,"1000 Short Tons, Raw Value",1231,1231,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Imports,"1000 Short Tons, Raw Value",3840,3840,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Louisiana,"1000 Short Tons, Raw Value",2022,2022,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Mexico,"1000 Short Tons, Raw Value",521,521,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Miscellaneous,"1000 Short Tons, Raw Value",81,81,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Non-program,"1000 Short Tons, Raw Value",1752,1752,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Other Program,"1000 Short Tons, Raw Value",300,300,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Production,"1000 Short Tons, Raw Value",9313,9313,0,WASDE-662-V1,false
WASDE-662-V1:18549967f949,WASDE-661-V1:141438d7c714,662,2025-07-11,July 2025,2025-07-11T16:00:00Z,2025-07-13T03:59:59Z,United States,2023/24,Stocks to Use Ratio,Percent,16.6,16.6,0,WASDE-662-V1,false
