market_name,cftc_contract_market_code,report_date,available_at_utc,availability_basis,source_id,source_url,source_sha256,managed_money_long_contracts,managed_money_short_contracts,managed_money_net_contracts,open_interest_contracts,normalized_net,prior_release_count,prior_q10,previous_normalized_net,previous_was_q10_extreme,positive_reversal,cooldown_eligible,signal_emitted,rule_id
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2010-11-16,2010-11-19T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,127513,17961,109552,581924,0.1882582605288663124394250796,63,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2010-11-23,2010-11-29T20:30:00Z,cftc_official_historical_release_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,124367,20830,103537,576756,0.179516121202033442218199724,64,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2010-11-30,2010-12-03T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,120372,17547,102825,570470,0.1802461128543131102424316791,65,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2010-12-07,2010-12-10T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,118765,15563,103202,575256,0.1794018662995257763500076488,66,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2010-12-14,2010-12-17T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,120144,15622,104522,585743,0.1784434470407670258116614283,67,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2010-12-21,2010-12-27T20:30:00Z,cftc_official_historical_release_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,132191,5266,126925,606435,0.2092969568049337521745941445,68,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2010-12-28,2011-01-03T20:30:00Z,cftc_official_historical_release_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,136149,6457,129692,607307,0.2135526183627061766124875886,69,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-01-04,2011-01-07T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,130662,5866,124796,607185,0.2055320865963421362517189983,70,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-01-11,2011-01-14T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,125737,3889,121848,617471,0.1973339638622704548067844482,71,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-01-18,2011-01-21T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,119337,6382,112955,620918,0.1819161306323862410173324014,72,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-01-25,2011-01-28T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,121431,6209,115222,619137,0.1861009760359984946788836719,73,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-02-01,2011-02-04T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,135441,6764,128677,646042,0.1991774528591020398054615644,74,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-02-08,2011-02-11T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,125245,4239,121006,653229,0.1852428474547210855611125654,75,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-02-15,2011-02-18T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,123675,11284,112391,663043,0.1695078599728826033907303146,76,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-02-22,2011-02-25T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,128736,10816,117920,637871,0.1848649648596659826203103762,77,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-03-01,2011-03-04T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,130936,8132,122804,598636,0.2051396842154497891874194001,78,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-03-08,2011-03-11T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,150722,6227,144495,609365,0.237123891263856637647387034,79,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-03-15,2011-03-18T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,134465,12256,122209,601818,0.2030663755487539422217348102,80,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-03-22,2011-03-25T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,121082,13461,107621,590210,0.1823435726266921943037224039,81,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-03-29,2011-04-01T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,126157,12968,113189,595022,0.1902265798575514854912927589,82,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-04-05,2011-04-08T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,132055,13446,118609,626615,0.1892852868188600655905141115,83,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-04-12,2011-04-15T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,132923,26158,106765,630580,0.1693123790795775317961242031,84,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-04-19,2011-04-22T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,130478,29368,101110,615070,0.1643877932593038190775033736,85,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-04-26,2011-04-29T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,129514,31474,98040,597546,0.1640710505969414906969505277,86,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-05-03,2011-05-06T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,142896,38683,104213,568473,0.1833209316889280581487599235,87,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-05-10,2011-05-13T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,145536,38700,106836,582630,0.1833685186138715823078111323,88,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-05-17,2011-05-20T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,137834,43997,93837,584612,0.1605115871723467872708736735,89,,,,,,false,cftc_normalized_net_q10_reversal_v1
SUGAR NO. 11 - ICE FUTURES U.S.,080732,2011-05-24,2011-05-27T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_sugar_no11_selected_history_e1eadfec2053,https://publicreporting.cftc.gov/resource/72hh-3qpy.json?%24select=report_date_as_yyyy_mm_dd%2Ccftc_contract_market_code%2Cmarket_and_exchange_names%2Copen_interest_all%2Cm_money_positions_long_all%2Cm_money_positions_short_all%2Cm_money_positions_spread%2Ccontract_units%2Cfutonly_or_combined&%24where=cftc_contract_market_code%3D%27080732%27+AND+report_date_as_yyyy_mm_dd%3E%3D%272009-09-01T00%3A00%3A00.000%27+AND+report_date_as_yyyy_mm_dd%3C%3D%272026-08-11T00%3A00%3A00.000%27&%24order=report_date_as_yyyy_mm_dd&%24limit=5000,e1eadfec20535920e28d87b1a02245d9241765f4ae199f31c25d130fdaf7d93a,129397,33822,95575,584931,0.1633953406470164857051515478,90,,,,,,false,cftc_normalized_net_q10_reversal_v1
